--- GPX algorithm results for the problem lin318.tsp ---

Node_ID    X-coo        Y-coo
170         2118.000000   2607.000000
171         2150.000000   2544.000000
172         2189.000000   1536.000000
173         2220.000000   1520.000000
174         2220.000000   1961.000000
175         2228.000000   2063.000000
176         2244.000000   1473.000000
177         2276.000000   1646.000000
178         2276.000000   1827.000000
179         2276.000000   1985.000000
180         2315.000000   1985.000000
181         2315.000000   1827.000000
182         2315.000000   1646.000000
183         2331.000000   1473.000000
184         2346.000000   1646.000000
185         2346.000000   1827.000000
186         2346.000000   1985.000000
187         2362.000000   1473.000000
188         2402.000000   1488.000000
189         2402.000000   1551.000000
190         2480.000000   1473.000000
191         2496.000000   1701.000000
192         2528.000000   2607.000000
193         2559.000000   2544.000000
194         2630.000000   1961.000000
195         2638.000000   2063.000000
196         2756.000000   1400.000000
197         2787.000000   1400.000000
198         2803.000000   1701.000000
199         2835.000000   2607.000000
200         2866.000000   2544.000000
201         2906.000000   1400.000000
202         2937.000000   1400.000000
203         2937.000000   1961.000000
204         2945.000000   2063.000000
205         3016.000000   2607.000000
206         3055.000000   1400.000000
207         3087.000000   1400.000000
208         606.000000   1551.000000
209         1165.000000   1701.000000
210         1780.000000   1701.000000
211         63.000000   2733.000000
212         94.000000   2733.000000
213         142.000000   3032.000000
214         173.000000   3938.000000
215         205.000000   3875.000000
216         213.000000   2731.000000
217         244.000000   2731.000000
218         276.000000   3292.000000
219         283.000000   3394.000000
220         362.000000   2731.000000
221         394.000000   2731.000000
222         449.000000   3032.000000
223         480.000000   3938.000000
224         512.000000   3875.000000
225         528.000000   2819.000000
226         583.000000   3292.000000
227         591.000000   3394.000000
228         638.000000   3316.000000
229         638.000000   3158.000000
230         638.000000   2976.000000
231         638.000000   2804.000000
232         669.000000   2804.000000
233         677.000000   2977.000000
234         677.000000   3158.000000
235         677.000000   3316.000000
236         709.000000   3316.000000
237         709.000000   3158.000000
238         709.000000   2977.000000
239         701.000000   2804.000000
240         764.000000   2882.000000
241         811.000000   2851.000000
242         843.000000   2835.000000
243         858.000000   3032.000000
244         890.000000   3938.000000
245         921.000000   3875.000000
246         992.000000   3292.000000
247         1000.000000   3394.000000
248         1197.000000   3938.000000
249         1228.000000   3875.000000
250         1276.000000   2867.000000
251         1299.000000   3292.000000
252         1307.000000   3394.000000
253         1362.000000   3316.000000
254         1362.000000   3158.000000
255         1362.000000   2953.000000
256         1425.000000   3316.000000
257         1425.000000   3158.000000
258         1425.000000   2953.000000
259         1417.000000   2835.000000
260         1488.000000   2953.000000
261         1488.000000   3158.000000
262         1488.000000   3316.000000
263         1551.000000   3316.000000
264         1551.000000   3158.000000
265         1551.000000   2953.000000
266         1614.000000   2953.000000
267         1614.000000   3158.000000
268         1614.000000   3316.000000
269         1732.000000   2851.000000
270         1811.000000   3938.000000
271         1843.000000   3875.000000
272         1913.000000   3292.000000
273         1921.000000   3394.000000
274         2087.000000   3032.000000
275         2118.000000   3938.000000
276         2150.000000   3875.000000
277         2189.000000   2867.000000
278         2220.000000   2851.000000
279         2220.000000   3292.000000
280         2228.000000   3394.000000
281         2244.000000   2804.000000
282         2276.000000   2977.000000
283         2276.000000   3158.000000
284         2276.000000   3316.000000
285         2315.000000   3316.000000
286         2315.000000   3158.000000
287         2315.000000   2977.000000
288         2331.000000   2804.000000
289         2346.000000   2977.000000
290         2346.000000   3158.000000
291         2346.000000   3316.000000
292         2362.000000   2804.000000
293         2402.000000   2819.000000
294         2402.000000   2882.000000
295         2480.000000   2804.000000
296         2496.000000   3032.000000
297         2528.000000   3938.000000
298         2559.000000   3875.000000
299         2630.000000   3292.000000
300         2638.000000   3394.000000
301         2756.000000   2731.000000
302         2787.000000   2731.000000
303         2803.000000   3032.000000
304         2835.000000   3938.000000
305         2866.000000   3875.000000
306         2906.000000   2731.000000
307         2937.000000   2731.000000
308         2937.000000   3292.000000
309         2945.000000   3394.000000
310         3016.000000   3938.000000
311         3055.000000   2731.000000
312         3087.000000   2731.000000
313         606.000000   2882.000000
314         1165.000000   3032.000000
315         1780.000000   3032.000000
316         1417.000000   -79.000000
317         1496.000000   -79.000000
318         1693.000000   4055.000000

Size of tour: 318
MST Length: 37918.866096
MST Execution Time: 0.001403 seconds

Number of unique elements: 318

---Final Tour---
61 121 19 25 279 181 204 46 8 217 148 261 9 41 129 109 229 307 155 147 283 47 243 158 75 21 6 18 84 117 180 65 294 293 38 203 98 252 247 167 100 80 244 311 235 305 166 95 63 68 28 302 92 137 53 78 318 219 190 115 135 56 143 118 184 223 214 157 23 308 191 227 284 201 174 36 290 292 255 22 24 103 96 169 185 256 202 134 35 277 288 145 233 274 45 16 15 12 33 212 112 193 85 140 104 160 238 27 239 5 127 74 271 278 128 258 312 32 2 220 106 250 73 207 232 17 119 70 208 44 291 39 89 192 309 234 139 262 245 240 222 111 315 176 51 126 254 242 105 93 107 120 31 153 101 86 79 4 42 259 108 26 266 303 83 58 146 171 295 152 221 281 218 7 67 209 263 48 314 3 60 215 136 90 269 130 138 179 205 216 151 310 316 168 131 88 14 300 211 297 276 82 71 188 144 150 206 268 81 197 287 246 248 251 213 76 34 170 10 299 163 172 178 30 50 69 161 249 57 159 253 13 183 124 270 285 200 224 132 313 114 260 154 110 265 182 289 55 40 66 298 113 236 275 228 189 241 231 122 186 199 59 94 296 11 52 165 196 102 99 306 257 142 198 273 87 91 123 173 162 175 164 195 286 237 20 49 187 77 264 64 272 72 280 141 301 54 156 62 304 177 225 149 43 29 210 230 1 282 37 194 125 97 116 226 317 133 267 61

Final Tour Length: 558309.533127

Tour vs MST Comparison:
  - MST Length: 37918.866096
  - Tour Length: 558309.533127
  - Difference: 1372.38%

---Execution Time---
2.320628 seconds
